Age,Annual Income,Home Ownership,Employment Length (Years),Loan Purpose,Loan Grade,Loan Amount,Interest Rate (%),Loan to Income Ratio,Previous Default History,Credit History Length (Years),Debt to Income Ratio,Credit Utilization Ratio,Number of Open Credit Accounts,Number of Late Payments,"Loan Status (0=Approved, 1=Default)"
57,134548,RENT,15,HOMEIMPROVEMENT,D,40309,6.7,0.3,N,7,0.54,0.65,4,7,1
32,142761,MORTGAGE,8,HOMEIMPROVEMENT,E,31936,17.47,0.22,Y,6,0.2,0.46,14,6,1
38,149457,RENT,15,HOMEIMPROVEMENT,C,38777,14.6,0.26,Y,4,0.43,0.63,7,5,1
55,136236,RENT,9,VENTURE,D,3100,17.01,0.02,Y,13,0.26,0.39,6,0,1
54,106649,RENT,25,MEDICAL,A,12136,12.64,0.11,N,26,0.36,0.26,5,6,0
54,59516,MORTGAGE,23,MEDICAL,D,18857,19.21,0.32,N,6,0.31,0.48,5,6,1
33,102172,RENT,5,HOMEIMPROVEMENT,D,32786,21.4,0.32,N,11,0.25,0.82,1,10,1
41,102604,RENT,20,EDUCATION,C,3919,17.54,0.04,N,15,0.08,0.86,11,4,0
60,23042,OWN,33,EDUCATION,D,7973,14.17,0.35,N,19,0.22,0.35,8,9,0
37,57918,OWN,1,EDUCATION,A,31847,14.94,0.55,Y,5,0.52,0.66,3,5,1
21,63290,MORTGAGE,2,MEDICAL,A,16115,8.32,0.25,N,1,0.38,0.72,10,0,0
53,38079,OWN,27,MEDICAL,C,9548,7.03,0.25,N,9,0.55,0.87,3,5,0
44,58392,MORTGAGE,5,VENTURE,A,35587,12.2,0.61,Y,11,0.29,0.67,7,8,1
32,49410,RENT,0,VENTURE,C,39665,16.04,0.8,N,6,0.18,0.32,5,10,1
58,50651,RENT,9,PERSONAL,A,17994,6.83,0.36,N,32,0.19,0.24,4,3,0
45,115980,OWN,22,HOMEIMPROVEMENT,A,47893,20.62,0.41,N,5,0.23,0.4,10,9,1
59,84928,MORTGAGE,39,HOMEIMPROVEMENT,A,16058,19.16,0.19,Y,20,0.56,0.68,8,0,1
37,61862,MORTGAGE,16,VENTURE,E,39006,11.55,0.63,Y,2,0.49,0.15,1,4,1
55,103312,RENT,28,EDUCATION,A,26350,11.09,0.26,N,23,0.33,0.91,10,4,0
42,36689,MORTGAGE,19,PERSONAL,C,31403,7.77,0.86,N,23,0.57,0.17,13,11,1
57,128707,MORTGAGE,18,VENTURE,B,11238,21.42,0.09,N,34,0.45,0.55,12,5,0
62,119644,MORTGAGE,21,MEDICAL,C,11584,20.11,0.1,N,6,0.36,0.11,8,6,0
28,104214,MORTGAGE,7,EDUCATION,C,48288,18.57,0.46,N,3,0.57,0.86,12,0,1
59,81050,MORTGAGE,9,PERSONAL,A,22230,20.32,0.27,N,37,0.38,0.25,10,7,0
24,80241,MORTGAGE,4,PERSONAL,B,33786,20.76,0.42,N,1,0.45,0.26,13,2,1
28,113878,RENT,5,EDUCATION,B,22395,10.27,0.2,N,8,0.47,0.39,9,4,0
36,48363,OWN,0,MEDICAL,E,10972,10.64,0.23,N,13,0.26,0.37,10,4,0
26,102298,RENT,1,EDUCATION,E,26622,9.42,0.26,Y,6,0.39,0.89,12,9,1
50,132340,MORTGAGE,30,MEDICAL,B,1956,19.54,0.01,Y,5,0.24,0.42,4,11,1
34,130240,RENT,6,MEDICAL,C,1663,15.89,0.01,N,8,0.26,0.51,3,3,0
55,31695,RENT,4,PERSONAL,D,10775,19.27,0.34,N,35,0.51,0.67,13,0,1
59,92402,MORTGAGE,25,VENTURE,A,21373,7.51,0.23,N,14,0.38,0.32,4,11,0
44,53313,OWN,20,HOMEIMPROVEMENT,B,14304,13.77,0.27,N,25,0.35,0.24,6,2,0
50,113280,OWN,26,VENTURE,E,46038,16.73,0.41,N,17,0.34,0.38,6,6,1
34,41661,OWN,1,VENTURE,A,7092,20.94,0.17,N,5,0.4,0.12,9,3,0
33,85938,MORTGAGE,13,MEDICAL,B,16761,8.81,0.2,N,4,0.21,0.76,13,11,0
59,56080,MORTGAGE,17,VENTURE,D,16802,7.51,0.3,N,40,0.06,0.94,7,5,0
30,139144,OWN,8,VENTURE,C,26991,7.08,0.19,Y,10,0.15,0.93,5,11,1
25,80998,OWN,2,EDUCATION,A,48160,12.19,0.59,N,3,0.51,0.19,14,3,0
58,119750,RENT,32,MEDICAL,A,12936,19.09,0.11,N,6,0.22,0.12,14,0,0
34,76240,MORTGAGE,2,MEDICAL,A,36685,16.27,0.48,Y,14,0.24,0.15,6,7,1
28,56561,MORTGAGE,3,PERSONAL,D,24122,20.01,0.43,N,7,0.52,0.75,9,5,1
31,138206,MORTGAGE,8,VENTURE,D,28518,9.98,0.21,N,2,0.34,0.38,5,3,0
54,139066,RENT,12,MEDICAL,B,24194,16.17,0.17,Y,22,0.12,0.17,3,5,0
23,127990,MORTGAGE,4,MEDICAL,A,8400,10.1,0.07,N,1,0.51,0.27,10,8,0
55,20684,MORTGAGE,12,EDUCATION,B,5233,13.29,0.25,N,8,0.21,0.64,8,6,0
44,97256,OWN,12,HOMEIMPROVEMENT,B,1897,10.15,0.02,N,21,0.12,0.29,11,0,0
25,130805,OWN,0,HOMEIMPROVEMENT,B,24831,18.84,0.19,Y,2,0.53,0.6,12,6,1
39,126665,OWN,15,HOMEIMPROVEMENT,E,22248,18.29,0.18,Y,5,0.27,0.55,5,0,1
30,134817,RENT,1,MEDICAL,A,36131,16.65,0.27,N,7,0.56,0.69,1,10,1
50,33918,RENT,23,PERSONAL,C,28446,19.48,0.84,Y,3,0.34,0.45,4,7,1
64,64143,OWN,24,MEDICAL,C,43725,20.58,0.68,N,3,0.33,0.43,10,3,0
21,78502,MORTGAGE,0,HOMEIMPROVEMENT,A,6470,13.86,0.08,N,1,0.44,0.11,12,11,1
31,96637,RENT,10,EDUCATION,B,10122,6.5,0.1,Y,2,0.23,0.68,12,6,1
49,133618,MORTGAGE,3,VENTURE,C,10695,10.64,0.08,N,28,0.31,0.38,5,6,0
62,126917,OWN,3,HOMEIMPROVEMENT,D,34972,11.31,0.28,N,41,0.47,0.89,10,10,1
64,145657,MORTGAGE,31,MEDICAL,E,27309,9.87,0.19,N,4,0.09,0.41,1,5,0
36,89123,RENT,7,EDUCATION,B,46153,19.87,0.52,N,15,0.32,0.2,10,9,1
39,64936,OWN,2,MEDICAL,A,6448,18.52,0.1,Y,14,0.11,0.69,12,0,0
47,92869,MORTGAGE,26,MEDICAL,A,32913,17.13,0.35,N,24,0.57,0.49,9,11,1
23,71877,RENT,2,MEDICAL,C,28869,9.6,0.4,N,2,0.2,0.26,10,10,0
44,59451,RENT,3,VENTURE,A,29647,8.35,0.5,N,17,0.19,0.86,9,1,0
56,64425,OWN,36,HOMEIMPROVEMENT,A,19888,15.1,0.31,Y,35,0.59,0.45,2,0,1
64,128575,MORTGAGE,38,VENTURE,A,9219,10.06,0.07,Y,43,0.14,0.46,7,5,0
46,71542,OWN,5,HOMEIMPROVEMENT,E,8222,12.78,0.11,N,13,0.51,0.11,7,9,1
52,128286,OWN,30,EDUCATION,B,38499,12.48,0.3,N,32,0.53,0.7,8,4,0
63,41542,RENT,16,EDUCATION,E,37435,15.04,0.9,N,22,0.52,0.61,5,9,1
47,145945,RENT,11,PERSONAL,A,7028,18.44,0.05,N,3,0.24,0.41,12,2,0
37,108016,MORTGAGE,13,MEDICAL,A,10111,17.33,0.09,N,5,0.19,0.68,4,1,0
57,44240,OWN,21,HOMEIMPROVEMENT,A,10228,6.46,0.23,Y,9,0.56,0.47,8,6,1
27,22985,OWN,2,PERSONAL,B,11817,20.58,0.51,Y,7,0.11,0.12,2,1,1
30,67135,OWN,10,EDUCATION,E,31881,18.49,0.47,Y,9,0.2,0.63,6,8,1
28,73413,MORTGAGE,5,VENTURE,A,16540,10.79,0.23,N,4,0.08,0.4,12,6,0
56,106984,MORTGAGE,15,VENTURE,B,29451,16.57,0.28,N,33,0.28,0.82,4,5,0
46,39810,RENT,7,PERSONAL,B,22811,18.66,0.57,Y,22,0.39,0.73,8,5,1
36,88619,RENT,16,EDUCATION,B,47479,16.64,0.54,N,3,0.56,0.3,12,2,1
64,67342,MORTGAGE,16,MEDICAL,B,18711,17.18,0.28,N,17,0.44,0.75,2,9,1
55,48357,MORTGAGE,32,MEDICAL,A,34556,20.41,0.71,Y,34,0.37,0.53,6,1,1
36,63169,RENT,1,HOMEIMPROVEMENT,E,6543,8.02,0.1,Y,9,0.39,0.79,4,6,1
21,61401,RENT,0,HOMEIMPROVEMENT,A,40269,8.43,0.66,N,2,0.37,0.26,8,9,1
21,108648,MORTGAGE,0,HOMEIMPROVEMENT,A,14266,16.58,0.13,N,2,0.24,0.52,6,1,0
37,136327,RENT,1,PERSONAL,C,26968,15.27,0.2,N,5,0.06,0.7,3,6,1
25,65805,RENT,6,HOMEIMPROVEMENT,D,33532,19.16,0.51,N,1,0.13,0.81,10,1,1
29,120167,RENT,3,PERSONAL,E,40852,13.03,0.34,Y,1,0.21,0.3,6,2,1
31,97395,RENT,9,PERSONAL,B,24580,17.53,0.25,N,1,0.17,0.32,13,11,0
46,31349,OWN,3,EDUCATION,A,12486,18.43,0.4,Y,6,0.53,0.23,7,5,1
50,36108,OWN,7,HOMEIMPROVEMENT,A,3853,20.75,0.11,N,12,0.06,0.35,8,10,0
60,28198,RENT,25,MEDICAL,B,17057,9.02,0.6,N,28,0.37,0.58,7,10,0
43,111649,OWN,23,HOMEIMPROVEMENT,C,20477,16.76,0.18,Y,5,0.09,0.37,7,2,0
62,72995,RENT,28,PERSONAL,C,46758,19.48,0.64,N,34,0.27,0.89,8,6,1
63,119805,OWN,26,EDUCATION,E,49976,9.48,0.42,N,22,0.56,0.93,10,2,1
61,32041,OWN,1,MEDICAL,C,4301,9.63,0.13,Y,31,0.43,0.18,11,3,1
63,68226,RENT,39,MEDICAL,B,27162,11.14,0.4,N,5,0.58,0.71,7,7,0
37,57661,OWN,10,PERSONAL,C,29258,6.22,0.51,N,1,0.24,0.47,12,7,0
43,65955,RENT,9,VENTURE,C,2982,19.45,0.05,N,15,0.38,0.83,3,0,0
51,132150,MORTGAGE,16,HOMEIMPROVEMENT,E,33112,7.58,0.25,N,14,0.11,0.29,3,10,0
32,131453,RENT,8,HOMEIMPROVEMENT,C,43240,13.19,0.33,N,8,0.39,0.7,6,3,0
33,40384,OWN,1,MEDICAL,B,11344,12.64,0.28,N,1,0.06,0.16,12,0,0
54,31173,MORTGAGE,25,PERSONAL,C,6329,16.07,0.2,N,9,0.39,0.63,11,5,0
52,33919,RENT,28,PERSONAL,D,30629,7.42,0.9,Y,16,0.53,0.94,10,8,1
52,87270,OWN,32,MEDICAL,B,19343,12.19,0.22,N,18,0.51,0.67,9,8,0
35,76088,MORTGAGE,3,PERSONAL,A,9906,12.08,0.13,Y,4,0.56,0.4,2,3,1
37,93537,OWN,7,EDUCATION,C,17457,20.98,0.19,N,16,0.52,0.89,4,7,1
44,37297,RENT,22,EDUCATION,D,20581,11.31,0.55,N,17,0.42,0.3,3,1,1
43,37165,MORTGAGE,7,MEDICAL,A,23515,11.44,0.63,N,22,0.47,0.56,9,4,0
35,132366,MORTGAGE,3,MEDICAL,B,34575,8.51,0.26,Y,12,0.55,0.23,10,11,1
38,99401,RENT,15,HOMEIMPROVEMENT,C,45755,20.66,0.46,N,18,0.16,0.86,13,3,1
25,58333,MORTGAGE,3,EDUCATION,A,18493,8.44,0.32,N,1,0.23,0.66,2,5,0
22,41730,OWN,1,HOMEIMPROVEMENT,D,21011,15.2,0.5,N,2,0.2,0.31,1,0,1
46,109834,MORTGAGE,7,PERSONAL,E,16015,18.68,0.15,N,5,0.47,0.16,7,6,1
39,67221,MORTGAGE,14,HOMEIMPROVEMENT,B,4453,21.36,0.07,Y,8,0.59,0.45,1,0,1
38,31929,RENT,12,PERSONAL,E,4897,15.68,0.15,N,3,0.53,0.73,12,10,1
46,56035,OWN,17,EDUCATION,C,38174,8.59,0.68,Y,22,0.32,0.94,5,3,1
46,20692,MORTGAGE,6,HOMEIMPROVEMENT,D,7396,7.99,0.36,N,26,0.59,0.38,6,5,0
57,28512,OWN,14,EDUCATION,A,20615,8.67,0.72,Y,18,0.46,0.56,5,1,1
22,127850,MORTGAGE,0,MEDICAL,C,8848,20.41,0.07,N,2,0.51,0.74,1,5,1
53,149553,MORTGAGE,6,VENTURE,C,24488,9.71,0.16,Y,1,0.12,0.54,2,10,1
48,62325,MORTGAGE,23,EDUCATION,C,20514,15.95,0.33,N,12,0.14,0.34,12,8,0
40,137353,RENT,1,HOMEIMPROVEMENT,A,3563,6.88,0.03,N,4,0.11,0.79,10,5,0
46,24378,OWN,7,VENTURE,D,14778,10.43,0.61,N,1,0.3,0.5,3,7,1
61,21988,OWN,17,HOMEIMPROVEMENT,C,12737,15.31,0.58,N,27,0.34,0.16,3,9,1
48,107893,OWN,17,EDUCATION,B,9981,20.26,0.09,N,19,0.3,0.94,11,1,0
38,98572,RENT,3,VENTURE,B,1048,8.85,0.01,Y,9,0.37,0.42,10,6,1
38,148639,MORTGAGE,2,VENTURE,B,4333,9.7,0.03,N,5,0.37,0.39,12,10,0
31,113070,OWN,7,VENTURE,B,33293,12.59,0.29,N,1,0.52,0.73,2,4,0
46,128103,MORTGAGE,4,HOMEIMPROVEMENT,A,31461,16.67,0.25,N,16,0.07,0.61,4,7,0
26,119245,RENT,3,PERSONAL,C,5837,16.45,0.05,Y,4,0.54,0.79,11,3,1
43,28463,OWN,24,VENTURE,A,27534,17.14,0.97,Y,9,0.39,0.26,11,8,1
47,96637,RENT,18,EDUCATION,B,28425,12.12,0.29,N,23,0.42,0.87,12,3,0
57,38745,MORTGAGE,20,MEDICAL,A,29228,16.47,0.75,N,26,0.16,0.39,3,8,1
42,126995,MORTGAGE,16,HOMEIMPROVEMENT,B,41262,21.78,0.32,N,4,0.24,0.7,3,11,0
52,122955,MORTGAGE,15,MEDICAL,D,27093,20.91,0.22,Y,14,0.2,0.25,2,8,1
45,143619,OWN,25,EDUCATION,D,20643,12.36,0.14,Y,1,0.22,0.76,1,7,1
31,90871,OWN,5,VENTURE,A,47015,13.91,0.52,Y,10,0.32,0.11,10,2,1
29,97701,MORTGAGE,10,VENTURE,C,26301,14.76,0.27,Y,4,0.42,0.15,8,9,1
36,97603,OWN,12,MEDICAL,B,42508,6.91,0.44,Y,9,0.51,0.11,12,5,1
58,148333,RENT,18,PERSONAL,C,5893,13.85,0.04,Y,31,0.27,0.43,10,6,1
31,87657,MORTGAGE,8,PERSONAL,C,46156,11.77,0.53,N,5,0.26,0.17,8,7,0
35,35231,MORTGAGE,11,HOMEIMPROVEMENT,B,32676,7.35,0.93,Y,4,0.06,0.13,3,4,1
40,118239,RENT,7,EDUCATION,B,45041,8.84,0.38,Y,5,0.11,0.9,1,2,1
24,126794,RENT,4,PERSONAL,E,13329,6.06,0.11,Y,4,0.15,0.85,14,9,1
60,43065,OWN,15,MEDICAL,D,16323,18.31,0.38,N,10,0.33,0.11,11,6,1
22,137971,RENT,3,EDUCATION,B,2663,15.94,0.02,N,1,0.46,0.1,13,6,1
42,115377,OWN,15,VENTURE,D,17301,7.27,0.15,Y,18,0.41,0.84,2,11,1
29,71259,RENT,0,HOMEIMPROVEMENT,B,23322,15.63,0.33,N,5,0.21,0.77,13,9,1
61,62351,OWN,18,HOMEIMPROVEMENT,A,29783,19.68,0.48,Y,28,0.4,0.41,10,2,1
32,78255,RENT,0,VENTURE,A,8148,19.4,0.1,Y,13,0.24,0.21,12,0,1
34,77619,MORTGAGE,11,EDUCATION,E,9204,21.4,0.12,Y,10,0.21,0.35,3,0,1
38,84005,MORTGAGE,1,PERSONAL,C,2607,6.55,0.03,N,19,0.39,0.18,1,11,0
61,131543,MORTGAGE,2,EDUCATION,A,44642,8.07,0.34,Y,9,0.07,0.82,10,8,1
38,132573,MORTGAGE,4,MEDICAL,A,41600,10.44,0.31,N,14,0.07,0.19,9,7,0
25,99464,MORTGAGE,1,VENTURE,C,12157,14.29,0.12,N,4,0.3,0.81,7,1,0
41,104861,RENT,21,HOMEIMPROVEMENT,A,1271,21.91,0.01,Y,20,0.54,0.59,9,0,1
39,115040,MORTGAGE,6,VENTURE,E,40104,8.87,0.35,N,12,0.07,0.59,1,1,0
52,141136,OWN,6,PERSONAL,D,25941,10.92,0.18,N,28,0.56,0.31,7,1,0
25,62913,OWN,1,HOMEIMPROVEMENT,C,40256,6.93,0.64,N,3,0.46,0.63,9,6,1
25,107593,RENT,4,MEDICAL,A,42439,19.4,0.39,Y,3,0.42,0.17,13,10,1
24,42010,RENT,3,PERSONAL,C,23387,6.73,0.56,N,3,0.56,0.42,2,0,0
52,94777,MORTGAGE,5,HOMEIMPROVEMENT,C,10896,8.39,0.11,Y,33,0.35,0.83,3,11,1
49,71214,RENT,12,HOMEIMPROVEMENT,E,49984,21.79,0.7,N,24,0.27,0.35,11,2,1
44,44281,RENT,14,HOMEIMPROVEMENT,E,5841,20.43,0.13,Y,7,0.4,0.79,5,8,1
22,74327,RENT,2,VENTURE,E,42476,21.93,0.57,N,1,0.08,0.23,7,8,1
54,56731,OWN,14,EDUCATION,B,39665,11.92,0.7,N,29,0.57,0.41,12,8,1
52,92617,OWN,13,VENTURE,C,22113,11.67,0.24,N,9,0.17,0.36,7,6,0
49,30348,RENT,4,MEDICAL,E,20416,16.65,0.67,N,27,0.36,0.48,12,0,1
48,78704,RENT,9,PERSONAL,A,9382,6.84,0.12,N,15,0.13,0.84,14,2,0
44,88835,RENT,2,PERSONAL,A,5803,17.28,0.07,Y,5,0.31,0.53,14,2,0
61,33493,RENT,30,PERSONAL,B,2619,16.51,0.08,N,36,0.06,0.34,10,5,0
27,119290,RENT,8,PERSONAL,C,25142,9.92,0.21,N,3,0.35,0.92,12,7,0
45,103276,MORTGAGE,22,PERSONAL,D,27708,15.3,0.27,N,5,0.58,0.86,5,11,1
40,87847,OWN,13,EDUCATION,A,44038,16.11,0.5,N,16,0.37,0.68,10,5,0
61,102249,RENT,3,PERSONAL,D,11082,19.67,0.11,Y,11,0.57,0.19,1,2,1
56,60078,OWN,36,EDUCATION,A,39585,9.07,0.66,N,9,0.33,0.44,14,9,0
61,125852,OWN,7,VENTURE,D,22814,17.64,0.18,N,16,0.22,0.58,9,7,1
30,44918,OWN,3,HOMEIMPROVEMENT,A,42136,21.46,0.94,N,10,0.36,0.54,13,7,1
53,64308,OWN,15,PERSONAL,D,22326,16.7,0.35,N,5,0.53,0.78,12,3,1
28,80587,OWN,9,MEDICAL,A,39247,12.98,0.49,N,3,0.21,0.27,4,1,0
59,30782,RENT,18,VENTURE,C,22651,8.88,0.74,N,27,0.1,0.21,1,6,0
57,57383,RENT,33,HOMEIMPROVEMENT,D,23763,16.08,0.41,N,5,0.59,0.92,1,2,1
53,34746,OWN,3,MEDICAL,B,20285,15.18,0.58,N,32,0.45,0.66,7,0,1
43,144591,RENT,22,HOMEIMPROVEMENT,A,7511,10.35,0.05,N,2,0.15,0.39,9,3,0
44,134630,OWN,1,PERSONAL,B,33175,14.37,0.25,N,15,0.45,0.27,7,5,0
59,51275,OWN,37,MEDICAL,B,12985,19.67,0.25,N,27,0.46,0.72,14,8,1
34,65802,RENT,4,PERSONAL,E,35622,20.21,0.54,N,6,0.31,0.13,13,11,1
41,80892,MORTGAGE,5,HOMEIMPROVEMENT,C,27532,8.75,0.34,N,1,0.19,0.83,12,10,0
41,73394,RENT,15,EDUCATION,A,37220,20.02,0.51,N,18,0.54,0.79,4,10,1
34,64621,OWN,0,EDUCATION,B,48431,18.14,0.75,N,13,0.22,0.37,6,5,1
52,69831,OWN,1,PERSONAL,A,41910,20.9,0.6,N,17,0.4,0.6,3,3,1
57,147949,MORTGAGE,24,MEDICAL,B,12357,12.64,0.08,N,21,0.28,0.79,5,1,0
25,30295,OWN,6,PERSONAL,E,17803,20.69,0.59,N,6,0.5,0.89,13,8,1
38,46589,OWN,17,MEDICAL,D,18773,21.6,0.4,Y,6,0.21,0.69,1,11,1
62,68888,RENT,28,MEDICAL,C,42432,18.71,0.62,N,3,0.2,0.83,10,10,1
56,106388,RENT,2,PERSONAL,C,28617,7.68,0.27,Y,23,0.41,0.91,9,11,1
57,128944,OWN,22,VENTURE,A,40129,15.03,0.31,N,27,0.51,0.67,7,4,0
43,143323,OWN,22,VENTURE,B,46518,18.59,0.32,N,13,0.1,0.8,14,0,0
27,69047,OWN,5,HOMEIMPROVEMENT,D,32212,11.39,0.47,N,6,0.2,0.28,5,6,1
22,30769,MORTGAGE,0,VENTURE,E,8260,20.71,0.27,N,1,0.24,0.26,7,7,1
39,35151,OWN,15,VENTURE,D,2154,19.7,0.06,N,1,0.4,0.17,8,3,0
31,68225,OWN,1,MEDICAL,E,18478,9.37,0.27,Y,2,0.31,0.15,8,9,1
36,123167,MORTGAGE,6,MEDICAL,C,19836,6.8,0.16,N,3,0.21,0.69,1,6,0
32,121457,RENT,0,EDUCATION,C,23322,6.02,0.19,N,2,0.37,0.76,13,8,0
56,119097,MORTGAGE,26,EDUCATION,A,35884,19.23,0.3,N,10,0.24,0.29,7,9,0
40,43097,OWN,15,VENTURE,B,28608,18.89,0.66,Y,13,0.2,0.66,12,3,1
55,78150,RENT,14,MEDICAL,B,22556,18.99,0.29,N,28,0.46,0.25,6,1,0
22,21919,RENT,3,VENTURE,D,10617,8.97,0.48,N,2,0.41,0.47,5,9,1
63,58744,OWN,34,PERSONAL,B,21454,17.73,0.37,N,32,0.36,0.73,5,6,0
24,66851,MORTGAGE,0,VENTURE,B,44108,15.84,0.66,N,4,0.15,0.66,6,6,1
43,119804,MORTGAGE,17,HOMEIMPROVEMENT,A,37062,19.79,0.31,N,7,0.3,0.54,7,0,0
41,127211,OWN,10,PERSONAL,B,29161,14.96,0.23,N,2,0.2,0.28,4,6,0
53,67177,MORTGAGE,17,MEDICAL,C,15242,20.03,0.23,N,3,0.49,0.49,14,5,0
42,126948,MORTGAGE,2,VENTURE,E,48553,8.01,0.38,N,19,0.56,0.46,12,2,0
43,148295,OWN,1,MEDICAL,A,49894,20.25,0.34,N,22,0.59,0.78,11,3,1
50,64345,RENT,22,PERSONAL,B,27193,6.28,0.42,N,11,0.25,0.31,6,0,0
61,40724,OWN,16,VENTURE,C,36575,6.02,0.9,Y,30,0.36,0.41,11,8,1
55,117955,OWN,0,PERSONAL,B,6965,18.42,0.06,N,24,0.12,0.67,4,8,1
55,148180,MORTGAGE,20,PERSONAL,B,14769,18.54,0.1,Y,4,0.2,0.66,11,3,0
49,105842,OWN,5,MEDICAL,B,18376,21.47,0.17,N,19,0.29,0.36,6,7,0
32,94822,OWN,13,VENTURE,B,30742,21.19,0.32,Y,5,0.09,0.58,13,6,1
47,68291,OWN,10,EDUCATION,A,38201,20.07,0.56,N,3,0.35,0.32,1,8,1
28,72021,OWN,4,VENTURE,A,2242,6.22,0.03,N,2,0.34,0.79,1,0,0
39,29884,OWN,1,EDUCATION,D,3723,8.74,0.12,Y,15,0.43,0.77,6,1,1
62,28656,OWN,21,PERSONAL,E,1065,17.7,0.04,N,19,0.14,0.55,2,6,1
48,21263,MORTGAGE,25,MEDICAL,C,11934,20.81,0.56,Y,20,0.42,0.94,8,4,1
51,65647,MORTGAGE,5,PERSONAL,D,1731,21.57,0.03,N,10,0.29,0.94,9,6,1
32,111663,MORTGAGE,4,EDUCATION,B,13213,19.18,0.12,N,4,0.32,0.51,6,7,0
62,115044,MORTGAGE,29,HOMEIMPROVEMENT,A,22142,9.3,0.19,Y,26,0.12,0.63,7,3,0
53,41602,MORTGAGE,19,EDUCATION,A,2537,7.71,0.06,N,19,0.52,0.79,4,11,0
41,76397,MORTGAGE,8,VENTURE,A,39765,10.02,0.52,Y,13,0.38,0.29,1,7,1
21,140270,OWN,2,MEDICAL,A,3565,18.57,0.03,N,2,0.59,0.42,10,3,0
37,69104,OWN,7,EDUCATION,E,23998,16.68,0.35,N,4,0.37,0.55,11,7,1
55,66922,MORTGAGE,33,HOMEIMPROVEMENT,E,4791,9.8,0.07,N,15,0.31,0.76,9,8,0
28,59492,MORTGAGE,2,VENTURE,D,43864,14.73,0.74,N,7,0.19,0.6,12,10,1
21,54488,RENT,1,MEDICAL,A,47009,16.86,0.86,N,1,0.12,0.9,14,2,1
22,51616,OWN,3,HOMEIMPROVEMENT,B,48357,20.36,0.94,N,1,0.54,0.26,9,2,1
44,67316,OWN,23,HOMEIMPROVEMENT,D,22737,18.14,0.34,Y,9,0.24,0.26,2,11,1
30,76782,OWN,7,VENTURE,A,26551,18.25,0.35,N,3,0.21,0.34,10,1,0
43,120552,OWN,16,PERSONAL,C,11748,18.97,0.1,N,19,0.42,0.58,10,9,1
54,136526,OWN,16,VENTURE,C,12301,8.95,0.09,N,33,0.57,0.64,4,4,0
32,133793,OWN,10,VENTURE,E,18563,14.3,0.14,N,1,0.26,0.15,8,3,0
22,29963,RENT,3,MEDICAL,B,25594,14.32,0.85,N,2,0.58,0.22,5,9,1
28,33275,RENT,9,MEDICAL,A,31480,13.42,0.95,N,6,0.51,0.49,10,6,1
24,35589,RENT,5,MEDICAL,A,34168,7.41,0.96,Y,3,0.56,0.42,10,11,1
37,111074,RENT,18,EDUCATION,B,21224,15.03,0.19,Y,4,0.15,0.7,5,5,0
39,25062,OWN,5,PERSONAL,D,8244,19.73,0.33,N,9,0.55,0.89,13,9,1
36,66622,MORTGAGE,9,PERSONAL,B,33274,17.36,0.5,N,5,0.55,0.95,11,10,1
36,75745,RENT,1,PERSONAL,C,6366,12.28,0.08,N,10,0.31,0.71,14,0,0
35,134749,RENT,13,VENTURE,C,34922,21.52,0.26,N,11,0.47,0.94,6,2,1
41,99852,MORTGAGE,14,PERSONAL,A,23505,10.07,0.24,N,6,0.24,0.19,7,10,0
63,86017,RENT,8,HOMEIMPROVEMENT,B,33921,13.59,0.39,Y,9,0.09,0.72,9,10,1
37,87309,RENT,6,HOMEIMPROVEMENT,C,44023,14.05,0.5,Y,4,0.33,0.14,5,5,1
30,131730,RENT,8,PERSONAL,C,6113,9.16,0.05,N,10,0.47,0.52,6,10,0
23,139547,OWN,1,VENTURE,B,18709,6.28,0.13,N,4,0.29,0.51,1,5,0
55,31240,MORTGAGE,4,HOMEIMPROVEMENT,D,5005,18.87,0.16,Y,21,0.56,0.28,6,10,1
55,143394,MORTGAGE,15,HOMEIMPROVEMENT,D,22188,19.83,0.15,Y,10,0.26,0.16,13,2,1
52,44240,OWN,31,PERSONAL,B,17628,9.55,0.4,N,21,0.57,0.94,14,8,1
40,81030,RENT,6,HOMEIMPROVEMENT,C,34804,9.6,0.43,N,21,0.36,0.55,10,0,0
24,118099,OWN,5,VENTURE,B,35268,21.68,0.3,N,1,0.2,0.95,7,11,1
59,105464,OWN,23,HOMEIMPROVEMENT,A,17455,14.7,0.17,Y,37,0.09,0.8,8,11,1
52,90320,OWN,13,VENTURE,D,10472,8.17,0.12,N,8,0.51,0.36,3,6,1
53,47606,MORTGAGE,24,MEDICAL,A,29151,13.33,0.61,N,22,0.13,0.86,13,8,1
22,93598,RENT,0,EDUCATION,C,42274,20.98,0.45,N,1,0.54,0.91,1,8,1
55,33894,RENT,24,HOMEIMPROVEMENT,A,25512,8.94,0.75,Y,4,0.43,0.39,6,7,1
48,123302,RENT,2,MEDICAL,B,35742,20.5,0.29,N,24,0.59,0.42,10,8,1
57,52371,MORTGAGE,34,EDUCATION,A,32238,14.41,0.62,N,22,0.51,0.72,6,4,0
46,121332,MORTGAGE,27,PERSONAL,B,30373,14.3,0.25,N,2,0.14,0.73,3,4,0
28,80820,MORTGAGE,4,HOMEIMPROVEMENT,B,35553,9.56,0.44,Y,3,0.46,0.44,13,5,1
